funding_round_id,investors,strict_solution_count,strict_solution,repair_solution_count,repair_solution
f34fd55c-b8f2-493d-ad54-6fbabaaa89d2,"500 Global,Blizzard Fund,Blockchain Founders Fund,Coinbase,Founderheads,,Hyperithm,Orange DAO,Psalion VC,Quantstamp",1,"500 Global || Blizzard Fund || Blockchain Founders Fund || Coinbase || Founderheads, || Hyperithm || Orange DAO || Psalion VC || Quantstamp",0,
08e97a80-eb8e-4bef-8e42-404b048f5fde,"Circular Innovation Fund,CNB Capital,European Circular Bioeconomy Fund,Rico Kleinhempel,,SKion,TGFS - Technologiegründerfonds Sachsen",1,"Circular Innovation Fund || CNB Capital || European Circular Bioeconomy Fund || Rico Kleinhempel, || SKion || TGFS - Technologiegründerfonds Sachsen",0,
0de2aa06-53e6-4f05-bc9f-398facd541e1,"Archimed Capital,Auros,Bodhi Ventures,Chorus One,ConsenSys,Danish Chaudhry,Ertan Can,Frachtis,Ivailo Jordanov,Joseph Lubin,Julien Bouteloup,Katia Banina,L2 Iterative Venture,Laser Digital,Mirko S.,Moonhill Capital,Re7 Capital,Ryan Fang,Selini Capital,Shorewoods,Stanislav .,,Stepan Simkin,Susquehanna International Group,Theia Blockchain,Till Wendler,Trident Digital,Tristan Thompson,Triton,Tulipa Capital,Wael Rajab,Yoann Turpin",1,"Archimed Capital || Auros || Bodhi Ventures || Chorus One || ConsenSys || Danish Chaudhry || Ertan Can || Frachtis || Ivailo Jordanov || Joseph Lubin || Julien Bouteloup || Katia Banina || L2 Iterative Venture || Laser Digital || Mirko S. || Moonhill Capital || Re7 Capital || Ryan Fang || Selini Capital || Shorewoods || Stanislav ., || Stepan Simkin || Susquehanna International Group || Theia Blockchain || Till Wendler || Trident Digital || Tristan Thompson || Triton || Tulipa Capital || Wael Rajab || Yoann Turpin",0,
9536a79a-64b2-4b14-9ea9-4abeb0687d27,"Akihiro Nakamura,Atsushi Tamano,Daisuke Kawamoto,Gokai Iwai,GOODWITH LLC.,,Go Watanabe,Hirotaka Otake,Hiroyuki Miyake,Itonaga Shozo,Jiro Tanaka,Kiyohiro Sugashita,Kosuke Noguchi,Kunitomo Kita,Liduka Ken,Mizuki Inoue,Nana Nakauchi,Naohide Kagiwada,Natsuko Tokita,Ryukichi Miyabayashi,Shingo Kato,Sugashita Partners,Taisuke Hoshina,Takamasa Sakai,Takayuki Adachi,Taue Yohei,Tetsuya Hamano,Yasufumi Katayama,Yasutomo Toyofuku,Yoshida Akira,Yoshimasa Hashimoto,Yuichi Hirako,Yuichi Kawasaki,Yuki Saito",1,"Akihiro Nakamura || Atsushi Tamano || Daisuke Kawamoto || Gokai Iwai || GOODWITH LLC., || Go Watanabe || Hirotaka Otake || Hiroyuki Miyake || Itonaga Shozo || Jiro Tanaka || Kiyohiro Sugashita || Kosuke Noguchi || Kunitomo Kita || Liduka Ken || Mizuki Inoue || Nana Nakauchi || Naohide Kagiwada || Natsuko Tokita || Ryukichi Miyabayashi || Shingo Kato || Sugashita Partners || Taisuke Hoshina || Takamasa Sakai || Takayuki Adachi || Taue Yohei || Tetsuya Hamano || Yasufumi Katayama || Yasutomo Toyofuku || Yoshida Akira || Yoshimasa Hashimoto || Yuichi Hirako || Yuichi Kawasaki || Yuki Saito",0,
41fa568e-0dd6-4228-aff6-34badc2e1cae,"Flori Ventures,Founderheads,,Good News Ventures,Olisipo Way,Protocol Labs",1,"Flori Ventures || Founderheads, || Good News Ventures || Olisipo Way || Protocol Labs",0,
80b0ac82-72fc-4477-ba7e-f67ab8368e78,"Ålands Ömsesidiga Försäkringsbolag,,FV Group Holding AB,Tesi,Turret Oy,Veritas Finland",1,"Ålands Ömsesidiga Försäkringsbolag, || FV Group Holding AB || Tesi || Turret Oy || Veritas Finland",0,
1a73b951-984c-4d3c-84d8-29d84fb73d42,"Almi Invest,Farvatn Venture,Håkan Svanberg,,Laurent Leksell",1,"Almi Invest || Farvatn Venture || Håkan Svanberg, || Laurent Leksell",0,
fcbd9a1c-ae2d-40f1-8dd9-9993537a5f20,"Brendan Holt Dunn,Draper Associates,Expert Dojo,Holdun Family Office,Level One Robotics And Controls,,The Holt Xchange,Uniera",1,"Brendan Holt Dunn || Draper Associates || Expert Dojo || Holdun Family Office || Level One Robotics And Controls, || The Holt Xchange || Uniera",0,
e0e7f014-c393-448f-ae34-9f1a5eb5a69c,"Fabian Gosselin Paliza,Jean Philippe Azoulay,,Startupxplore",1,"Fabian Gosselin Paliza || Jean Philippe Azoulay, || Startupxplore",0,
fd480ae1-3bad-4feb-ad27-a757c0c51e36,"Clever web,Founderheads,,Greenfield,Olisipo Way,Possible Ventures,Shilling VC,Spaceship,UniWhales",1,"Clever web || Founderheads, || Greenfield || Olisipo Way || Possible Ventures || Shilling VC || Spaceship || UniWhales",0,
60c6533c-b1ec-49b4-b697-6a0c29e4e294,"Louisiana Economic Development Assoc,,US Department of Commerce, Economic Development Administation",1,"Louisiana Economic Development Assoc, || US Department of Commerce,Economic Development Administation",0,
31aa555e-ce0d-4bdb-bbcd-27e5a717b07c,"GE32 Capital,OPG (Online Printing Group),",1,"GE32 Capital || OPG (Online Printing Group),",0,
d7f15703-a0ba-4110-a4ff-004d7b559e0f,"Avalanche,Cronos.Crypto,Daxos Capital,Dyma Budorin,Founderheads,,INCE Capital,LBANK Labs,Momentum 6,Nicolas Bacca,Owen Simonin,Stake Capital Group,v3ntures",1,"Avalanche || Cronos.Crypto || Daxos Capital || Dyma Budorin || Founderheads, || INCE Capital || LBANK Labs || Momentum 6 || Nicolas Bacca || Owen Simonin || Stake Capital Group || v3ntures",0,
6bdfd686-5e5f-4a50-828b-c03929e6cd44,"Brendan Holt Dunn,Draper Associates,Expert Dojo,Holdun Investments Management,Level One Robotics And Controls,,SDC Management,The Holt Xchange,Uniera",1,"Brendan Holt Dunn || Draper Associates || Expert Dojo || Holdun Investments Management || Level One Robotics And Controls, || SDC Management || The Holt Xchange || Uniera",0,
594b2c51-f02d-44fa-a19f-d0bf0540935f,"Animoca Ventures,Baboon.VC,Big Brain Holdings,Castrum Capital,ChainGPT,CMT Digital,Delroy fong,Denys Zhadanov,Dewhales Capital,Diego Borgo,Founderheads,,GSR,Hartmann Capital,Lavenjer Yeung,LD Capital,Mapleblock Capital,Miko Matsumura,Nick van der Kolk,Oddiyana Ventures,Orange DAO,Polkastarter,Rius Chua,Sebastien Borget,SkyVision Capital,Tal Cohen,The Spartan Group,Tomer Warschauer Nuni",1,"Animoca Ventures || Baboon.VC || Big Brain Holdings || Castrum Capital || ChainGPT || CMT Digital || Delroy fong || Denys Zhadanov || Dewhales Capital || Diego Borgo || Founderheads, || GSR || Hartmann Capital || Lavenjer Yeung || LD Capital || Mapleblock Capital || Miko Matsumura || Nick van der Kolk || Oddiyana Ventures || Orange DAO || Polkastarter || Rius Chua || Sebastien Borget || SkyVision Capital || Tal Cohen || The Spartan Group || Tomer Warschauer Nuni",0,
bbb57e6a-a4ec-4fce-86ee-a1f673c7dc52,"Alchemy Ventures,Builder Capital,Chapter One,Framework Ventures,IDEO CoLab Ventures,Jai Bhavnani,Kelvin Fichter,,Louis Guthmann,P2 Ventures,Sunil Srivatsa",1,"Alchemy Ventures || Builder Capital || Chapter One || Framework Ventures || IDEO CoLab Ventures || Jai Bhavnani || Kelvin Fichter, || Louis Guthmann || P2 Ventures || Sunil Srivatsa",0,
95bcd84b-57af-416c-9165-496ab966e3ac,"Blue Metric Group,",1,"Blue Metric Group,",0,
58412fe8-07a1-4457-bdc1-ea9f5bfc24be,"Cogitent Ventures,Founderheads,,Space Jam Capital",1,"Cogitent Ventures || Founderheads, || Space Jam Capital",0,
37500a08-ff5a-4f7d-b1a0-1bb2f9cb46dc,"Håkan Lagerberg,Håkan Svanberg,,Per Malmström,Swedia Capital",1,"Håkan Lagerberg || Håkan Svanberg, || Per Malmström || Swedia Capital",0,
797cc159-0ae1-4cab-991c-ee2b7672de46,"Blocksync Ventures,Founderheads,",1,"Blocksync Ventures || Founderheads,",0,
9d815a14-adaf-444d-9956-761782105657,"Bureau Capital,,Chengtong Mixed Reform,China Merchants Venture Capital,CITIC Construction Investment,Dyee Capital,Fangyuan Capital,Hermitage Capital,Hexuan Capital,Hidden Hill Capital,Huzhou Economic Development,Lenovo Capital and Incubator Group (LCIG),SDIC Chuangyi,Yinshan Capital,Zibo Jingneng",1,"Bureau Capital, || Chengtong Mixed Reform || China Merchants Venture Capital || CITIC Construction Investment || Dyee Capital || Fangyuan Capital || Hermitage Capital || Hexuan Capital || Hidden Hill Capital || Huzhou Economic Development || Lenovo Capital and Incubator Group (LCIG) || SDIC Chuangyi || Yinshan Capital || Zibo Jingneng",0,
d0bd30b5-b0c7-4983-ad7b-10288b29f1f0,"Fabio Faltoni,Ferrante Gaetani,,Luca Trevisan,Rosario Bifulco",1,"Fabio Faltoni || Ferrante Gaetani, || Luca Trevisan || Rosario Bifulco",0,
686f6e27-84f7-4651-b5a1-823d62642712,"a16z crypto,A.Capital Ventures,Alp Ergin,Ari Barmat,Auryn Macmillan,Ben Middleton,Blake Gao,Clement Fermaud,Cyfrin,Daniel Bar,David Iach,David Truong,DCV capital,Evan Van Ness,Fenbushi Capital,Founderheads,,GD1 (Global From Day One),Igor Barinov,John Henderson,Kartik Talwar,Kerman Kohli,Lito Coen,Martin Tellechea,Matej Nemcek,Moshe Malawach,Paul Salisbury,Sarunas Legeckas,WAGMI Ventures",1,"a16z crypto || A.Capital Ventures || Alp Ergin || Ari Barmat || Auryn Macmillan || Ben Middleton || Blake Gao || Clement Fermaud || Cyfrin || Daniel Bar || David Iach || David Truong || DCV capital || Evan Van Ness || Fenbushi Capital || Founderheads, || GD1 (Global From Day One) || Igor Barinov || John Henderson || Kartik Talwar || Kerman Kohli || Lito Coen || Martin Tellechea || Matej Nemcek || Moshe Malawach || Paul Salisbury || Sarunas Legeckas || WAGMI Ventures",0,
49ae3d97-374e-4a6f-8514-2d9c6c4db51c,"Ana H,",1,"Ana H,",0,
5210628b-fa18-4d51-a0fe-e56748b996d0,"Arena Business Solutions Global SPC II,,Arena Investors",1,"Arena Business Solutions Global SPC II, || Arena Investors",0,
8dd2dbdd-68b2-da03-d246-3db72de37ffb,"Careernet,Ideation Initiative Pvt. Ltd,",1,"Careernet || Ideation Initiative Pvt. Ltd,",0,
755d2fdd-e4ca-42fa-9646-ae7f44c1b30d,"Prosperity7 Ventures,Quzhou Zhisheng Industrial Investment,,Walden International,Zhongtai Renhe Fund",1,"Prosperity7 Ventures || Quzhou Zhisheng Industrial Investment, || Walden International || Zhongtai Renhe Fund",0,
c7115111-b8f8-9f6f-7ab7-fc0fae1ec624,"Advantage Capital,Koerner Capital,Louisiana Economic Development Assoc,",1,"Advantage Capital || Koerner Capital || Louisiana Economic Development Assoc,",0,
6f8375d5-37b6-409c-8c9a-c7ad05ad73aa,"Foresight Ventures,Founderheads,,Momentum 6,NewTribe Capital",1,"Foresight Ventures || Founderheads, || Momentum 6 || NewTribe Capital",0,
72095585-5191-494c-acda-da44e62c8c4d,"San-In Chuo Television Broadcasting,Takayuki Fukatsu,Television Ehime Co.,,TOS TV OITA",1,"San-In Chuo Television Broadcasting || Takayuki Fukatsu || Television Ehime Co., || TOS TV OITA",0,
